                        Word  Count
478      constitucionalidade      2
479                sindicada      2
480                previstos      2
481                 diversos      2
482                   cumpre      2
483                 apreciar      2
484                       ii      2
485              delimitação      2
486                   razões      2
487                   julgar      2
488                 recusado      2
489                     todo      2
490                 acolhido      2
491                conclusão      2
492                      tão      2
493             conformidade      2
494                restrição      2
495                      vez      2
496                   pedido      2
497                    porém      2
498                 continua      2
499                elementos      2
500                  seguido      2
501                 percurso      2
502                 singular      2
503          jurisprudencial      2
504              mobilização      2
505           circunstâncias      2
506             pressupostos      2
507                      ora      2
508                  estatui      2
509                regulação      2
510                  impondo      2
511               apuramento      2
512               normativos      2
513                 recordar      2
514               unicamente      2
515                  contido      2
516           irregularmente      2
517                interesse      2
518                   contra      2
519               disposição      2
520               efetivação      2
521                criminais      2
522                     onde      2
523                 societas      2
524               delinquere      2
525                      non      2
526                   potest      2
527                paradigma      2
528                     hoje      2
529                 acórdãos      2
530                   crimes      2
531                incluindo      2
532                enunciado      2
533                    paulo      2
534                    pinto      2
535              albuquerque      2
536               comentário      2
537             universidade      2
538                 católica      2
539                   relevo      2
540                  matéria      2
541                  diploma      2
542                   rjifna      2
543                  círculo      2
544                  dotadas      2
545             regularmente      2
546              irregulares      2
547                acautelar      2
548               específica      2
549                  depende      2
550                  abrange      2
551                prestação      2
552                  exemplo      2
553                   mesmas      2
554                      bem      2
555                    sousa      2
556                   manuel      2
557                  atenção      2
558                   índole      2
559              desprovidos      2
560                escritura      2
561                  pública      2
562                económica      2
563                 almedina      2
564                   porque      2
565                   direto      2
566                  assumem      2
567                   gerais      2
568               assegurada      2
569               justamente      2
570                   margem      2
571                  regimes      2
572               legalmente      2
573               estruturas      2
574                    atuar      2
575                  podendo      2
576               relevantes      2
577                substrato      2
578                      dar      2
579                    recai      2
580                   riscos      2
581               subjacente      2
582                 carácter      2
583              subsidiário      2
584                aquisição      2
585                    lugar      2
586             demonstração      2
587                    emana      2
588                prescinde      2
589                definição      2
590                 tratamos      2
591            paralelamente      2
592                conquanto      2
593              verificados      2
594            independência      2
595                    vimos      2
596                 presença      2
597                  regular      2
598               satisfazer      2
599               disciplina      2
600                  espécie      2
601                     nele      2
602                 extintas      2
603                    turno      2
604                estatuída      2
605                estrutura      2
606           exclusivamente      2
607                  afirmar      2
608               interceder      2
609                    nesta      2
610                    firma      2
611               capacidade      2
612                 respeita      2
613                     rpad      2
614                 imediata      2
615                estatutos      2
616              deliberação      2
617                 imediato      2
618                  implica      2
619             determinação      2
620                contrário      2
621                    sendo      2
622                categoria      2
623             contribuição      2
624               indivíduos      2
625                  alheios      2
626                    órgão      2
627                  vontade      2
628                  funções      2
629                 ostentar      2
630                    clara      2
631                   normal      2
632                    quais      2
633              previamente      2
634            circunstância      2
635                    menos      2
636              estabelecer      2
637                     vida      2
638               incidência      2
639                  posição      2
640             qualificação      2
641                   formal      2
642                    agora      2
643                parâmetro      2
644                refrações      2
645                 doutrina      2
646                proibição      2
647               familiares      2
648                 parentes      2
649                    gomes      2
650                  moreira      2
651                  anotada      2
652               decorrente      2
653                  ilícito      2
654              cometimento      2
655             concorrência      2
656                   factos      2
657              verificação      2
658                  culposa      2
659                exigência      2
660                    opera      2
661                   recaia      2
662               interesses      2
663                   aresto      2
664                      via      2
665                  começou      2
666                quaisquer      2
667                 definido      2
668                 terceiro      2
669               consagrado      2
670                   possam      2
671                    certa      2
672                 praticou      2
673                    pagar      2
674                   castro      2
675            administrador      2
676                 extensão      2
677                presentes      2
678                   típico      2
679                   votado      2
680                 acolhida      2
681                    negar      2
682               provimento      2
683              conselheiro      1
684                  acordam      1
685                relatório      1
686                 interpôs      1
687                   abrigo      1
688                doravante      1
689                  pedindo      1
690                      uja      1
691                    douto      1
692                principio      1
693                 pendente      1
694                   fraude      1
695              qualificada      1
696                paradeiro      1
697                   legais      1
698                 contumaz      1
699           posteriormente      1
700                    junta      1
701                 certidão      1
702                  atestar      1
703                    havia      1
704             cancelamento      1
705                 promoveu      1
706                     cujo      1
707                     teor      1
708                  estando      1
709                encerrada      1
710                cancelada      1
711              continuação      1
712                 execução      1
713                 portanto      1
714                  arrasta      1
715                  ocasião      1
716                   frisar      1
717                 declarar      1
718                   antigo      1
719                publicado      1
720                   diário      1
721                 violando      1
722                  vertido      1
723             reproduzidos      1
724                    vénia      1
725                    acima      1
726                  declaro      1
727                remetidos      1
728              determinado      1
729              notificados      1
730              processuais      1
731               apresentou      1
732                     peça      1
733                 pugnando      1
734                 prolação      1
735               sintetizou      1
736          conclusivamente      1
737             argumentação      1
738                   nestes      1
739               interposto      1
740                     proc      1
741                     exmo      1
742                     juiz      1
743                    junto      1
744                  recusou      1
745                     dada      1
746                utilmente      1
747             reformulação      1
748            primeiramente      1
749               considerar      1
750               compreende      1
751                atribuído      1
752                apreciada      1
753            decisivamente      1
754                  cumpriu      1
755                 genérica      1
756                 epígrafe      1
757                   imputa      1
758                       si      1
759                   devido      1
760                  opinião      1
761                contrária      1
762                   citado      1
763                    bloco      1
764          correspondência      1
765            abstratamente      1
766                 regulada      1
767                     logo      1
768                  vigente      1
769              estabelecia      1
770                 cometida      1
771                 decorria      1
772              colaboração      1
773               verificava      1
774                    caber      1
775                 questões      1
776                separando      1
777                    tipos      1
778                  procede      1
779        introdutoriamente      1
780               convocação      1
781                 incidira      1
782          contraordenação      1
783                  julgara      1
784                   tensão      1
785                dialética      1
786                examinada      1
787                 inexiste      1
788                  devesse      1
789               relacionar      1
790                    vista      1
791                   antevê      1
792               princípios      1
793          constitucionais      1
794                 invocado      1
795                  decidir      1
796                 extraído      1
797                  começar      1
798                delimitar      1
799                 afastada      1
800            ilegitimidade      1
801                 cognição      1
802                   ilegal      1
803                 aplicado      1
804                 inscreve      1
805             requerimento      1
806             interposição      1
807                pretensão      1
808                  alcance      1
809              prescritivo      1
810              acompanhada      1
811          desconformidade      1
812                colectiva      1
813     intransmissabilidade      1
814                  contudo      1
815                 encarado      1
816                  recorte      1
817                subjetivo      1
818                   regula      1
819                   várias      1
820             conformações      1
821                   figura      1
822                verificar      1
823                 subsumir      1
824               conclusões      1
825                    dessa      1
826               admissível      1
827                     opõe      1
828                ampliação      1
829                propósito      1
830                  adequar      1
831                    posta      1
832         obrigatoriamente      1
833                     real      1
834             corresponder      1
835                fielmente      1
836                   vários      1
837              articulados      1
838                  efetivo      1
839                   criado      1
840                     tido      1
841                  dirimir      1
842               demonstrar      1
843                  relevar      1
844                     iter      1
845           interpretativo      1
846                  devendo      1
847              esclarecido      1
848              propriedade      1
849                 correção      1
850                existirem      1
851                     boas      1
852             perplexidade      1
853              manifestada      1
854             hermenêutico      1
855                 panorama      1
856                doutrinal      1
857                     dado      1
858                  bondade      1
859                   acerto      1
860                  incumbe      1
861                 discutir      1
862              confrontado      1
863                 trânsito      1
864                  julgado      1
865                invocação      1
866           fundamentadora      1
867               equiparada      1
868            indemnizações      1
869                 especial      1
870                 obstando      1
871                promovida      1
872               julgamento      1
873                  deveria      1
874              subsistente      1
875               finalidade      1
876             permanecendo      1
877                  atingir      1
878                 julgador      1
879                articulou      1
880                premissas      1
881                     dois      1
882               enunciados      1
883                operantes      1
884                extinguiu      1
885                 exaurido      1
886                      faz      1
887                  excerto      1
888                    julho      1
889                   trecho      1
890                    deixa      1
891                    claro      1
892                  laborou      1
893                  projeta      1
894            sancionamento      1
895                excluindo      1
896                      luz      1
897                   haverá      1
898            circunscrever      1
899                    único      1
900              considerado      1
901                afastando      1
902             conhecimento      1
903                 atinente      1
904                 reconduz      1
905                   mérito      1
906                  redação      1
907             responsáveis      1
908                previstas      1
909                cometidas      1
910                 excluída      1
911                   atuado      1
912                   ordens      1
913               instruções      1
914                expressas      1
915                   acolhe      1
916                primeiros      1
917                 domínios      1
918                  afastou      1
919                   quebra      1
920              justificada      1
921               exigências      1
922              pragmáticas      1
923                 política      1
924                expressão      1
925               figueiredo      1
926                     dias      1
927                  rovindo      1
928                   graves      1
929               frequentes      1
930                  ofensas      1
931               protegidos      1
932                   muitos      1
933                  âmbitos      1
934              individuais      1
935       irresponsabilidade      1
936                   direta      1
937                   sempre      1
938             significaria      1
939             inexplicável      1
940               tratamento      1
941             privilegiado      1
942                dogmática      1
943               contributo      1
944                  reforma      1
945                económico      1
946                português      1
947                  revista      1
948               legislação      1
949                      ano      1
950             oportunidade      1
951             legitimidade      1
952               referência      1
953               precursora      1
954               concluindo      1
955                paulatino      1
956                 abandono      1
957             inicialmente      1
958                 perpassa      1
959                 primário      1
960                 clássico      1
961                sobretudo      1
962                  revisão      1
963                   trouxe      1
964                  consigo      1
965                modelação      1
966                  extenso      1
967                 catálogo      1
968                   consta      1
969                preceitos      1
970                  referir      1
971               prosseguiu      1
972               substituiu      1
973                   operar      1
974                  visados      1
975                     lato      1
976                 abrangia      1
977                    ambas      1
978                    acham      1
979                   passou      1
980              autonomizar      1
981                    todas      1
982                    tempo      1
983                equiparam      1
984          suscetibilidade      1
985                múltiplos      1
986                porquanto      1
987              rendimentos      1
988              tributáveis      1
989               vinculadas      1
990                reconhece      1
991             vicissitudes      1
992                    disso      1
993                    jorge      1
994                    simas      1
995                   santos      1
996                  anotado      1
997                centrando      1
998                  relevam      1
999                     visa      1
1000           especialmente      1
1001                   falsa      1
1002               aparência      1
1003                  existe      1
1004                 gonçalo      1
1005                    melo      1
1006                bandeira      1
1007                   volta      1
1008                  dotado      1
1009   autorreferencialidade      1
1010             suficientes      1
1011                    pese      1
1012                  embora      1
1013               perfeição      1
1014                 elevado      1
1015              singulares      1
1016            organizações      1
1017              vinculados      1
1018            contribuinte      1
1019              substituto      1
1020                passivos      1
1021                afirmada      1
1022            regularidade      1
1023                  emerge      1
1024               carecidos      1
1025                   saber      1
1026                 onerado      1
1027                orgânica      1
1028                acontece      1
1029             desprovidas      1
1030                  agirem      1
1031                  formas      1
1032                revestem      1
1033                   modos      1
1034                praticar      1
1035                comércio      1
1036         tributariamente      1
1037                reduzido      1
1038              facilmente      1
1039             confundível      1
1040                 procura      1
1041           perspetivando      1
1042               situações      1
1043               estipulou      1
1044               existindo      1
1045            infrequentes      1
1046                 iniciam      1
1047         tendencialmente      1
1048                 estável      1
1049               duradoura      1
1050                  exista      1
1051                  revele      1
1052            insuficiente      1
1053            remanescente      1
1054          exequibilidade      1
1055                 definir      1
1056              condenados      1
1057           eventualidade      1
1058                tendente      1
1059                obviando      1
1060                 devidos      1
1061                assacada      1
1062              frustrando      1
1063                    duas      1
1064                  marcas      1
1065        caracterizadoras      1
1066               avançadas      1
1067                primeira      1
1068                  reside      1
1069                 erigida      1
1070                  saldar      1
1071             importância      1
1072                  assume      1
1073                  realça      1
1074             responderão      1
1075              preenchida      1
1076                   façam      1
1077                  cuidar      1
1078             assegurados      1
1079                   meios      1
1080                  defesa      1
1081                 segunda      1
1082             constatação      1
1083                vivência      1
1084                 tomadas      1
1085              referentes      1
1086                    rumo      1
1087                    agir      1
1088              incumbidos      1
1089                   aliás      1
1090             viabilizada      1
1091              requisitos      1
1092               plasmados      1
1093               delineada      1
1094               universal      1
1095           inadimplência      1
1096        responsabilizado      1
1097                absoluta      1
1098                passível      1
1099                  fundar      1
1100           enquadramento      1
1101                enunciar      1
1102                 acusado      1
1103               condenado      1
1104             desenvolveu      1
1105              desprovida      1
1106             conformação      1
1107               vinculado      1
1108               executiva      1
1109                  operou      1
1110                  fixada      1
1111                 mutação      1
1112               conversão      1
1113               pendência      1
1114               definidor      1
1115             interpretar      1
1116          extensivamente      1
1117            reconduzindo      1
1118              subsumindo      1
1119            constituíram      1
1120         subsidiariedade      1
1121               extintivo      1
1122                   venha      1
1123              contrariar      1
1124              necessário      1
1125              equacionar      1
1126                   cerne      1
1127                  dotada      1
1128                     vai      1
1129                dispondo      1
1130            preferencial      1
1131                   gozam      1
1132                 existem      1
1133                    data      1
1134              definitivo      1
1135              constituem      1
1136                 permite      1
1137                  obriga      1
1138                coutinho      1
1139                   abreu      1
1140                   curso      1
1141                  volume      1
1142               unitários      1
1143             denominação      1
1144            patrimoniais      1
1145                  ativos      1
1146               respondem      1
1147                  certos      1
1148                perfeita      1
1149              imperfeita      1
1150                    gozo      1
1151                     sim      1
1152           participações      1
1153           geneticamente      1
1154                 ligadas      1
1155                entradas      1
1156                resolvem      1
1157            transmissões      1
1158            comanditados      1
1159                 entanto      1
1160                estatuto      1
1161           comanditários      1
1162                  nestas      1
1163                 últimas      1
1164                  traços      1
1165            fundamentais      1
1166           procedimentos      1
1167         administrativos      1
1168                   anexo      1
1169                alterado      1
1170              verificada      1
1171                 decurso      1
1172                   prazo      1
1173                completa      1
1174             insolvência      1
1175                previsto      1
1176                oficiosa      1
1177                  inicia      1
1178                 culmina      1
1179         desaparecimento      1
1180               registado      1
1181                 durante      1
1182               destinada      1
1183                 destino      1
1184                   saldo      1
1185                 líquido      1
1186                  mantém      1
1187                 sujeita      1
1188                    rege      1
1189             dissolvidas      1
1190            manifestando      1
1191              aditamento      1
1192                  menção      1
1193                    bens      1
1194                  seguir      1
1195                diversas      1
1196             modalidades      1
1197                partilha      1
1198                  global      1
1199           extrajudicial      1
1200                   cargo      1
1201            liquidatário      1
1202                  nenhum      1
1203               partilhar      1
1204               operações      1
1205             globalmente      1
1206              facilitado      1
1207                 empresa      1
1208                    hora      1
1209                 unânime      1
1210                  tomada      1
1211              assembleia      1
1212                expressa      1
1213                     ata      1
1214             afastamento      1
1215                  coloca      1
1216                figurino      1
1217            incorporados      1
1218            naturalmente      1
1219                 precisa      1
1220       responsabilidades      1
1221             societárias      1
1222                sucederá      1
1223             decorrência      1
1224               resultado      1
1225               criminoso      1
1226                 conduta      1
1227              frustração      1
1228                 ademais      1
1229              declaradas      1
1230            organizativa      1
1231           representação      1
1232                 referia      1
1233                marcello      1
1234                 caetano      1
1235                  manual      1
1236          administrativo      1
1237                consiste      1
1238      institucionalizado      1
1239              funcionais      1
1240                 exercer      1
1241               indivíduo      1
1242                 colégio      1
1243                providos      1
1244                objetivo      1
1245                exprimir      1
1246           juridicamente      1
1247              vinculação      1
1248           monopolizados      1
1249                gerência      1
1250                conselho      1
1251            convergência      1
1252               apresenta      1
1253                   plena      1
1254                integrar      1
1255                   acaba      1
1256               comportar      1
1257               supressão      1
1258            caracterizam      1
1259                    nota      1
1260           diferenciação      1
1261                 esferas      1
1262              decisórias      1
1263              suscetível      1
1264             equiparação      1
1265              judiciária      1
1266              reconduzem      1
1267             mencionadas      1
1268              potenciais      1
1269              reconhecer      1
1270          contrariamente      1
1271                   ações      1
1272      incondicionalmente      1
1273                  demais      1
1274               referidos      1
1275                   terem      1
1276                assumido      1
1277             intervenção      1
1278                 negócio      1
1279                     ato      1
1280                   dando      1
1281             consentindo      1
1282                  começo      1
1283              atividades      1
1284              contraindo      1
1285          personalizadas      1
1286              competirão      1
1287               exercidos      1
1288                  moldes      1
1289                   atuam      1
1290           anteriormente      1
1291                 erigido      1
1292               iniciarem      1
1293               delineado      1
1294        tradicionalmente      1
1295              encabeçada      1
1296               arquétipo      1
1297                inerente      1
1298                 tenderá      1
1299                   algum      1
1300                   perca      1
1301               desejável      1
1302            incolumidade      1
1303              mobilizado      1
1304                   fazer      1
1305                 olvidar      1
1306          universalidade      1
1307              enfatizada      1
1308                conduzir      1
1309                   achem      1
1310              totalmente      1
1311              dissipação      1
1312                 poderia      1
1313                 ocorrer      1
1314                 reporte      1
1315                   meros      1
1316                 período      1
1317               subsistiu      1
1318             administrar      1
1319                destinos      1
1320                   desta      1
1321                incumbiu      1
1322                 assumiu      1
1323               assumiram      1
1324               convicção      1
1325           identicamente      1
1326                  regras      1
1327                 definem      1
1328                  modelo      1
1329              governação      1
1330           viabilizariam      1
1331                 partida      1
1332                pudessem      1
1333       responsabilizados      1
1334               incorpora      1
1335                credores      1
1336                   feito      1
1337           indispensável      1
1338            substantivos      1
1339              comportada      1
1340                 atribua      1
1341  jurídicoconstitucional      1
1342                    cabe      1
1343                infringe      1
1344                ajuizado      1
1345            insuscetível      1
1346        reconhecidamente      1
1347                consagra      1
1348              sublinhado      1
1349               canotilho      1
1350                   vital      1
1351                  conduz      1
1352              irrestrita      1
1353                  assuma      1
1354                  priori      1
1355             intromissão      1
1356            perspetivado      1
1357                   tendo      1
1358             contribuído      1
1359             subjacentes      1
1360                dispensa      1
1361             concorrente      1
1362              diminuição      1
1363            inviabilizar      1
1364           comportamento      1
1365             preordenado      1
1366            diferenciado      1
1367                 permita      1
1368                concluir      1
1369                estarmos      1
1370                    pura      1
1371                montante      1
1372               abstração      1
1373               orientado      1
1374               critérios      1
1375               distintos      1
1376                 regulam      1
1377                radicado      1
1378             desrespeito      1
1379             fiduciários      1
1380                públicos      1
1381                   dados      1
1382              considerou      1
1383             fiscalizado      1
1384                 remeteu      1
1385           generalização      1
1386                  juízos      1
1387               sublinhar      1
1388                estatuir      1
1389                 fundava      1
1390              encontrava      1
1391                derivada      1
1392                   podia      1
1393              anteriores      1
1394             posteriores      1
1395                colocado      1
1396               atribuída      1
1397         consubstanciava      1
1398         verdadeiramente      1
1399             diretamente      1
1400                imputado      1
1401               integrava      1
1402               imposição      1
1403                   poder      1
1404     corresponsabilizado      1
1405                 coautor      1
1406                cúmplice      1
1407                  admite      1
1408               configura      1
1409                obrigado      1
1410                   passa      1
1411                integral      1
1412                   outra      1
1413              implicando      1
1414              consignado      1
1415                  certas      1
1416                   áreas      1
1417             delimitadas      1
1418           criminalidade      1
1419                economia      1
1420                   saúde      1
1421             informática      1
1422                 justiça      1
1423                  outrem      1
1424                 físicas      1
1425                 compõem      1
1426              constituir      1
1427                   perde      1
1428                 caráter      1
1429           pessoalíssima      1
1430                sujeição      1
1431                 naquele      1
1432             fundamental      1
1433          criminalização      1
1434              subrogação      1
1435                pretende      1
1436       desfavoravelmente      1
1437                 limitar      1
1438             delinquente      1
1439                  comina      1
1440                  sofrer      1
1441                    joão      1
1442                 chamado      1
1443               ordenação      1
1444                    suma      1
1445                   serve      1
1446                verifica      1
1447                  suprir      1
1448         inoperatividade      1
1449            estabelecida      1
1450                concreto      1
1451                 fatores      1
1452               atinentes      1
1453                  autora      1
1454               estranhas      1
1455                   digam      1
1456            pessoalmente      1
1457                    grau      1
1458         comparticipação      1
1459             causalidade      1
1460                originar      1
1461                 fixação      1
1462              condevedor      1
1463                    quer      1
1464           ressarcitória      1
1465           sancionatória      1
1466             comunicação      1
1467             corresponde      1
1468                garantia      1
1469            quantitativo      1
1470               monetário      1
1471                 encerra      1
1472                  impede      1
1473                ulterior      1
1474                regresso      1
1475            estritamente      1
1476                   neste      1
1477           uniformização      1
1478                 nenhuma      1
1479           considerações      1
1480                manterem      1
1481                validade      1
1482          descaracteriza      1
1483                  aspeto      1
1484           sancionatório      1
1485              instituído      1
1486                   reter      1
1487                 devedor      1
1488                  estado      1
1489                     jus      1
1490                puniendi      1
1491                 titular      1
1492           consubstancia      1
1493           objetivamente      1
1494                     põe      1
1495       indisponibilidade      1
1496                 reações      1
1497                   visam      1
1498             desaplicado      1
1499               apreciado      1
1500                  claros      1
1501                  pontos      1
1502             aproximação      1
1503                   ótica      1
1504                 equação      1
1505              conduzindo      1
1506                idêntico      1
1507           caracterizado      1
1508                  obviar      1
1509               acontecia      1
1510             salvaguarda      1
1511                punitivo      1
1512                    meio      1
1513             decorrentes      1
1514                acrescer      1
1515             dispensando      1
1516             averiguação      1
1517                   trato      1
1518              convivendo      1
1519              alheamento      1
1520                decisões      1
1521                 definam      1
1522                  moldem      1
