                      Word  Count
859                 denial      5
860                 allows      5
861              demanding      5
862                   ohio      5
863            connecticut      5
864                  whose      5
865                alabama      5
866               kentucky      5
867                montana      5
868                  north      5
869              pleadings      5
870                  claim      5
871                 recent      5
872                   back      5
873              typically      5
874              extensive      5
875             experience      5
876                    bar      5
877                 crimes      5
878              committed      5
879                   core      5
880               national      5
881                  class      5
882                  doubt      5
883               followed      5
884                charged      5
885                   tool      5
886               scholars      5
887           commentators      5
888              routinely      5
889             enumerated      5
890              attempted      5
891               defining      5
892            necessarily      5
893              rejection      5
894          demonstrating      5
895                  reach      5
896                   type      5
897            traditional      5
898              violation      5
899                    ill      5
900               anything      5
901               societal      5
902             describing      5
903                brought      5
904                 curiam      5
905             relevantly      5
906                 survey      5
907               features      5
908                   mean      5
909                  check      5
910         representative      5
911              locations      5
912                 disarm      5
913                include      5
914            acknowledge      5
915                 giving      5
916                develop      5
917                madison      5
918               judgment      5
919                   mere      5
920               strictly      5
921            nonetheless      5
922               designed      5
923                   reid      5
924             englishmen      5
925               presence      5
926                 dagger      5
927                  henry      5
928              schwoerer      5
929                   look      5
930           particularly      5
931                streets      5
932                  great      5
933                offence      5
934               exempted      5
935                   read      5
936             professors      5
937                reading      5
938                planter      5
939                 grants      5
940                    car      5
941                   hard      5
942              privately      5
943                   dirk      5
944                   give      5
945                simpson      5
946                 ground      5
947                  cited      5
948                   army      5
949                   bans      5
950             prevention      5
951                cornell      5
952              involving      5
953              relevance      5
954                 former      5
955               remained      5
956            recognizing      5
957                  loyal      5
958               provides      5
959              seemingly      5
960                 rifles      5
961                account      5
962                  works      5
963                   join      5
964                decided      5
965                suicide      5
966                results      5
967                  level      5
968                   uses      5
969                   shot      5
970               footnote      5
971             impossible      5
972               imposing      5
973                 employ      5
974                 felons      5
975                 choose      5
976            educational      5
977                   fund      5
978                strikes      5
979                  gives      5
980               believes      5
981                   clev      5
982                   done      4
983                  wants      4
984                 exists      4
985              dismissed      4
986               affirmed      4
987             exercising      4
988              expressly      4
989                 inform      4
990              expertise      4
991             generation      4
992                 though      4
993              justified      4
994         considerations      4
995                 ringer      4
996             precursors      4
997                 enough      4
998                   pass      4
999                schools      4
1000                 party      4
1001            definition      4
1002                  meet      4
1003               thought      4
1004              republic      4
1005            likelihood      4
1006               heavily      4
1007                  fell      4
1008            categories      4
1009               periods      4
1010            indicating      4
1011              enacting      4
1012            proscribed      4
1013              burdened      4
1014               avoided      4
1015              operated      4
1016            discussion      4
1017             discourse      4
1018             suggested      4
1019              addition      4
1020                  vast      4
1021              enduring      4
1022                rarely      4
1023                absent      4
1024         unprecedented      4
1025          significance      4
1026               passage      4
1027             community      4
1028                  body      4
1029                 rules      4
1030               roberts      4
1031                joined      4
1032           preliminary      4
1033                   age      4
1034               written      4
1035            employment      4
1036                felony      4
1037             meanwhile      4
1038                connor      4
1039                 shows      4
1040                living      4
1041               attacks      4
1042                denies      4
1043                leaves      4
1044           authorities      4
1045                   ind      4
1046               usually      4
1047                   wyo      4
1048              delaware      4
1049                 rhode      4
1050               operate      4
1051              suitable      4
1052                remove      4
1053               indiana      4
1054               wyoming      4
1055                  cadc      4
1056                 lives      4
1057               granted      4
1058              existing      4
1059           exceptional      4
1060            activities      4
1061            frequented      4
1062            presumably      4
1063               greater      4
1064                kanter      4
1065                  stop      4
1066              severity      4
1067               textual      4
1068                widely      4
1069                   yet      4
1070           immediately      4
1071               stevens      4
1072               secured      4
1073                fairly      4
1074                miller      4
1075               popular      4
1076                chosen      4
1077                 hands      4
1078                future      4
1079               misread      4
1080               passing      4
1081               freedom      4
1082         entertainment      4
1083               placing      4
1084                clause      4
1085                scalia      4
1086                decade      4
1087               broader      4
1088           originalism      4
1089                  hist      4
1090              entitled      4
1091               densely      4
1092             populated      4
1093             following      4
1094                  ages      4
1095                search      4
1096                  ways      4
1097                  twin      4
1098            charleston      4
1099                assume      4
1100               settled      4
1101             expanding      4
1102                exempt      4
1103                 leave      4
1104             answering      4
1105                  wear      4
1106                 acute      4
1107                better      4
1108              survived      4
1109           liquidation      4
1110             authority      4
1111                 mayor      4
1112                 texts      4
1113                 smith      4
1114               contain      4
1115                narrow      4
1116                 taken      4
1117                middle      4
1118              grossman      4
1119                   edw      4
1120              apparent      4
1121              assaults      4
1122                 fairs      4
1123               markets      4
1124                riding      4
1125               daggers      4
1126              peterson      4
1127                 tudor      4
1128                stuart      4
1129                 royal      4
1130                  viii      4
1131            parliament      4
1132                   eds      4
1133                 event      4
1134              recorded      4
1135              occurred      4
1136            limitation      4
1137            protecting      4
1138               william      4
1139              treatise      4
1140                commit      4
1141                 offer      4
1142              domestic      4
1143            authorized      4
1144                arrest      4
1145               banning      4
1146               modeled      4
1147              province      4
1148           concessions      4
1149                   let      4
1150              planters      4
1151              targeted      4
1152              assuming      4
1153             discussed      4
1154               element      4
1155                  told      4
1156                  away      4
1157                  duty      4
1158               liberty      4
1159                  five      4
1160                 bliss      4
1161           legislature      4
1162             rationale      4
1163                 sword      4
1164               assault      4
1165                family      4
1166                needed      4
1167                robust      4
1168            punishment      4
1169              discount      4
1170              unlikely      4
1171               muskets      4
1172             regularly      4
1173                   get      4
1174                  fire      4
1175               fearing      4
1176                salina      4
1177            provisions      4
1178                   lot      4
1179           adolescents      4
1180              increase      4
1181                groups      4
1182               victims      4
1183                 women      4
1184                  fast      4
1185               violate      4
1186               ability      4
1187                 range      4
1188              together      4
1189             practical      4
1190            comparison      4
1191                siegel      4
1192                access      4
1193                 fatal      4
1194            previously      4
1195                gunman      4
1196                  rage      4
1197                chiefs      4
1198                 major      4
1199                  pose      4
1200                 miles      4
1201              stricter      4
1202                 quick      4
1203                 refer      4
1204               richard      4
1205               mcnally      4
1206              numerous      4
1207               lawyers      4
1208                solely      4
1209           linguistics      4
1210             acquittal      4
1211              validity      4
1212                  note      3
1213               brandon      3
1214             allegedly      3
1215            processing      3
1216              alleging      3
1217                 prior      3
1218           achievement      3
1219             developed      3
1220                rooted      3
1221                  akin      3
1222               nuanced      3
1223                asking      3
1224                 costs      3
1225                tasked      3
1226                 defer      3
1227        understandings      3
1228             analogies      3
1229            forbidding      3
1230               attempt      3
1231           effectively      3
1232             manhattan      3
1233              endorsed      3
1234            difficulty      3
1235           encompasses      3
1236          interpreting      3
1237             enshrined      3
1238            illuminate      3
1239                  mind      3
1240             concludes      3
1241                 finds      3
1242                  next      3
1243        quintessential      3
1244         justification      3
1245           proliferate      3
1246              adopting      3
1247               proving      3
1248                    iv      3
1249               debated      3
1250                 newly      3
1251             peaceably      3
1252          acknowledges      3
1253                viewed      3
1254                  bare      3
1255             localized      3
1256              overcome      3
1257            continuing      3
1258            federalist      3
1259               survive      3
1260                   met      3
1261              respects      3
1262                issues      3
1263              issuance      3
1264           misdemeanor      3
1265               amended      3
1266            possessing      3
1267                 moral      3
1268               largely      3
1269                 judge      3
1270                mental      3
1271                  misc      3
1272               defines      3
1273               working      3
1274                kaplan      3
1275                  life      3
1276             arbitrary      3
1277             threshold      3
1278             perceived      3
1279                alaska      3
1280                   tit      3
1281          demonstrated      3
1282               vermont      3
1283         discretionary      3
1284          additionally      3
1285           protections      3
1286                 allow      3
1287             hampshire      3
1288               compare      3
1289                 wrenn      3
1290                  troy      3
1291                  park      3
1292                wanted      3
1293            reiterated      3
1294                safely      3
1295               keeping      3
1296           unqualified      3
1297                 begin      3
1298                detail      3
1299               follows      3
1300                  barr      3
1301                   ask      3
1302              tailored      3
1303               achieve      3
1304               arguing      3
1305              meansend      3
1306                 outer      3
1307                bounds      3
1308        methodological      3
1309                  assn      3
1310             operative      3
1311              assessed      3
1312             confirmed      3
1313            background      3
1314                looked      3
1315                 along      3
1316         constitutions      3
1317             principal      3
1318         postenactment      3
1319             assessing      3
1320      postratification      3
1321              reviewed      3
1322                 freed      3
1323                  nder      3
1324             resolving      3
1325              remotely      3
1326              complete      3
1327            proportion      3
1328              salutary      3
1329             expressed      3
1330              admitted      3
1331             mentioned      3
1332             restricts      3
1333          philadelphia      3
1334                    ex      3
1335               extreme      3
1336             witnesses      3
1337                 meant      3
1338              equipped      3
1339             searching      3
1340       straightforward      3
1341                 baude      3
1342                  past      3
1343                follow      3
1344             probative      3
1345   unconstitutionality      3
1346           proposition      3
1347         technological      3
1348               deleted      3
1349        communications      3
1350            constitute      3
1351         consideration      3
1352                metric      3
1353                render      3
1354                stated      3
1355              inherent      3
1356               balance      3
1357        straightjacket      3
1358                 blank      3
1359                  hand      3
1360             ancestors      3
1361              isolated      3
1362                  turn      3
1363             defensive      3
1364                action      3
1365              conflict      3
1366                actual      3
1367              remarked      3
1368                 moore      3
1369              attacked      3
1370             condition      3
1371              citation      3
1372           differently      3
1373                 thing      3
1374              obsolete      3
1375            concerning      3
1376              writings      3
1377             recognize      3
1378                gamble      3
1379             obviously      3
1380                  took      3
1381                   pet      3
1382             louisiana      3
1383                 sixth      3
1384               handful      3
1385             robertson      3
1386               baldwin      3
1387                desire      3
1388            sufficient      3
1389               abusive      3
1390                  ends      3
1391                 story      3
1392          interpretive      3
1393          sufficiently      3
1394             prominent      3
1395            everywhere      3
1396             ministers      3
1397                  pain      3
1398                armour      3
1399                bodies      3
1400                 argue      3
1401                   rid      3
1402                  worn      3
1403              contrast      3
1404                 knife      3
1405                knives      3
1406               smaller      3
1407           suppression      3
1408         proclamations      3
1409                 arose      3
1410               culture      3
1411          proclamation      3
1412             civilians      3
1413             political      3
1414                  holt      3
1415              subjects      3
1416             discounts      3
1417               claimed      3
1418           accompanied      3
1419               quality      3
1420         substantively      3
1421               correct      3
1422                  belt      3
1423               records      3
1424                colony      3
1425                  able      3
1426              assembly      3
1427                 eight      3
1428               factors      3
1429              properly      3
1430             defendant      3
1431                    se      3
1432                wicked      3
1433               perfect      3
1434              sanction      3
1435        unsurprisingly      3
1436               reveals      3
1437             beginning      3
1438                extend      3
1439               florida      3
1440              mitchell      3
1441               buzzard      3
1442                  nunn      3
1443              chandler      3
1444                agreed      3
1445               measure      3
1446                  mode      3
1447             treatment      3
1448           categorical      3
1449            discussing      3
1450             stringent      3
1451            guaranteed      3
1452              breached      3
1453               posting      3
1454                expand      3
1455             punishing      3
1456                  ever      3
1457             professor      3
1458                leider      3
1459              populous      3
1460               covered      3
1461              normally      3
1462                  poor      3
1463            reaffirmed      3
1464              directly      3
1465              restrict      3
1466                 fails      3
1467               sustain      3
1468                useful      3
1469                 taney      3
1470              shotguns      3
1471           communities      3
1472               colored      3
1473                  cong      3
1474                 globe      3
1475                  drew      3
1476               numbers      3
1477               benefit      3
1478           proceedings      3
1479              attempts      3
1480                  race      3
1481           inhabitants      3
1482               editors      3
1483              georgian      3
1484                 white      3
1485                orders      3
1486            commission      3
1487               equally      3
1488             ordinance      3
1489                  town      3
1490      disproportionate      3
1491                 stake      3
1492              combined      3
1493              eleventh      3
1494                series      3
1495                 total      3
1496              religion      3
1497              prevents      3
1498                lethal      3
1499                 homes      3
1500               enforce      3
1501               stopped      3
1502                   top      3
1503                  list      3
1504               buffalo      3
1505                  sale      3
1506         statistically      3
1507                thinks      3
1508                  high      3
1509            understand      3
1510                  feel      3
1511                  dark      3
1512                  work      3
1513                report      3
1514                briefs      3
1515                   gay      3
1516            foundation      3
1517             assailant      3
1518             virtually      3
1519            lawabiding      3
1520                 tells      3
1521             solicitor      3
1522                   ago      3
1523             correctly      3
1524                 farms      3
1525                 write      3
1526              explains      3
1527                 grant      3
1528           potentially      3
1529                 wrote      3
1530              mentally      3
1531            commercial      3
1532             competing      3
1533                  name      3
1534                  form      3
1535               updated      3
1536                 start      3
1537               archive      3
1538             goldstick      3
1539                causes      3
1540             discovery      3
1541               refuses      3
1542          consequences      3
1543           development      3
1544               elected      3
1545               highest      3
1546              nonfatal      3
1547               kaufman      3
1548            elementary      3
1549                street      3
1550              colorado      3
1551               partner      3
1552                 risks      3
1553             variation      3
1554                  side      3
1555         significantly      3
1556                square      3
1557               density      3
1558               degrees      3
1559                 stage      3
1560              obtained      3
1561                albany      3
1562            recognizes      3
1563           eligibility      3
1564               answers      3
1565                 count      3
1566                  mile      3
1567                social      3
1568                 calls      3
1569                 rigid      3
1570                 pages      3
1571          freestanding      3
1572                create      3
1573          difficulties      3
1574            collecting      3
1575                offers      3
1576                edicts      3
1577         authorization      3
1578               notably      3
1579           constitutes      2
1580              reporter      2
1581                inside      2
1582             satisfies      2
1583                  sued      2
1584           declaratory      2
1585            injunctive      2
1586                relief      2
1587               denying      2
1588             sustained      2
1589             analyzing      2
1590              combines      2
1591               rejects      2
1592              informed      2
1593              centered      2
1594         administrable      2
1595                 field      2
1596                banner      2
1597        determinations      2
1598              elevates      2
1599           preoccupied      2
1600           anticipated      2
1601                 jones      2
1602            comparably      2
1603              engaging      2
1604             buildings      2
1605          characterize      2
1606               declare      2
1607               crowded      2
1608              explicit      2
1609           propercause      2
1610            undisputed      2
1611                 draws      2
1612           distinction      2
1613                appeal      2
1614              predates      2
1615                custom      2
1616             statement      2
1617                suited      2
1618               looking      2
1619             convinced      2
1620                spread      2
1621        unquestionably      2
1622              impaired      2
1623             peaceable      2
1624                evince      2
1625              presumes      2
1626              presumed      2
1627             intending      2
1628                injure      2
1629                   fee      2
1630                   sum      2
1631              approved      2
1632                slight      2
1633                uptick      2
1634               comport      2
1635               deserve      2
1636            transitory      2
1637             admission      2
1638                    vi      2
1639             reviewing      2
1640                   fed      2
1641                  appx      2
1642             delivered      2
1643             sotomayor      2
1644                 kagan      2
1645                formal      2
1646                 print      2
1647           corrections      2
1648                  hold      2
1649                regard      2
1650                scheme      2
1651            punishable      2
1652                loaded      2
1653             bernstein      2
1654               threats      2
1655         extraordinary      2
1656              martinek      2
1657              rational      2
1658              recourse      2
1659              granting      2
1660                  comp      2
1661                  iowa      2
1662                    mo      2
1663                  utah      2
1664           suitability      2
1665                   del      2
1666                 shown      2
1667             essential      2
1668            permitless      2
1669              missouri      2
1670                dakota      2
1671              oklahoma      2
1672                 gould      2
1673                 drake      2
1674                 filko      2
1675                    en      2
1676                  banc      2
1677               averill      2
1678            petitioner      2
1679             organized      2
1680               yorkers      2
1681          neighborhood      2
1682               outdoor      2
1683               fishing      2
1684                hiking      2
1685            emphasized      2
1686                 faced      2
1687              handling      2
1688              oversees      2
1689               decline      2
1690            konigsberg      2
1691             governing      2
1692               invokes      2
1693                leeway      2
1694              proceeds      2
1695               falling      2
1696            originally      2
1697         categorically      2
1698                greeno      2
1699           unprotected      2
1700               analyze      2
1701                  self      2
1702              narrowly      2
1703                 hogan      2
1704               unclear      2
1705               despite      2
1706         affirmatively      2
1707              delimits      2
1708             summarize      2
1709               focused      2
1710              attorney      2
